X,Y,OBJECTID,Onstreet,Atstreet,Month,Bridge_ID,DirFrom,LocationID,PkHrVol,Max24HrDay,PkHrDay,PkHrTime,PkHrAMPM,Month2,AWT,Max24HrVol,YearTxt,Year,last_edited_date
813203.77220583,995782.107257403,159,Big Bend Rd,Sulphur Spring Rd,9, ,E,160,2671,Fri,Fri,5:00,PM,September,28280,30011,2014,2014,2014/11/19 17:47:02+00
812965.05713208,995782.107257403,160,Big Bend Rd,Sulphur Spring Rd,9, ,W,161,2510,Fri,Thu,5:00,PM,September,24400,25870,2014,2014,2015/03/11 15:04:03+00
828042.096859828,985522.233092159,161,Bowles Ave,Bowles Spur,12,442-C,E,162,2020,Wed,Thu,7:00,AM,December,20180,20689,2014,2014,2015/03/06 20:12:04+00
827152.340109162,971685.427432492,162,Bowles Ave,Hawkins Rd,10, ,N,163,463,Fri,Fri,4:00,PM,October,4200,4366,2014,2014,2014/11/19 18:00:19+00
827776.761432495,984918.211006239,163,Bowles Ave,Horan Dr,10, ,N,164,2013,Fri,Wed,7:00,AM,October,20060,20401,2014,2014,2015/03/06 20:12:59+00
827772.420889996,984757.620776236,164,Bowles Ave,Horan Dr,10, ,S,165,2414,Fri,Thu,7:00,AM,October,23622,23819,2014,2014,2015/03/06 20:13:52+00
827807.143261496,980248.072052576,165,Bowles Ave,Mo Rte 141,10, ,N,166,2303,Wed,Wed,7:00,AM,October,22380,22876,2014,2014,2014/11/19 18:01:06+00
827902.629290994,979353.974759407,166,Bowles Ave,Smizer Mill Rd,10, ,S,167,1177,Wed,Tue,5:00,PM,October,12040,12281,2014,2014,2014/11/19 18:02:42+00
827364.434829328,973442.516437992,167,Bowles Ave,Summit Rd,10,443-C,N,168,704,Fri,Fri,4:00,PM,October,6780,7076,2014,2014,2014/11/19 18:01:48+00
864324.562352497,1021291.53261641,168,Brentwood Blvd,Clayton Rd,12, ,N,169,2398,Fri,Wed,4:00,PM,December,26366,27056,2018,2018,2019/04/18 16:24:48+00
864311.541381162,1021135.28260082,169,Brentwood Blvd,Clayton Rd,12, ,S,170,2656,Fri,Thur,4:00,PM,December,27666,28631,2018,2018,2019/04/18 16:25:27+00
864072.82597933,1017324.51889691,170,Brentwood Blvd,Eager Rd,12, ,S,171,3811,Fri,Tue,5:00,PM,December,43823,44404,2018,2018,2019/04/18 16:26:07+00
864159.631579995,1018978.16453974,171,Brentwood Blvd,I-64 / US-40,12, ,N,172,3559,Fri,Fri,3:00,PM,December,39877,41624,2018,2018,2019/04/18 16:27:09+00
861823.426606745,1043458.72942366,172,Brown Rd,Lackland Rd,12, ,S,179,473,Wed,Tue,3:00,PM,December,4220,4293,2013,2013,2014/11/19 18:10:29+00
862313.878053661,1043931.81968482,173,Brown Rd,Midland Blvd,2, ,N,180,533,Fri,Fri,4:00,PM,February,5280,5758,2014,2014,2014/11/19 18:07:31+00
863491.228717327,1013769.8311244,174,Brentwood Blvd,Litzsinger Rd,10, ,S,173,1651,Fri,Thu,7:00,AM,October,33675,35274,2018,2018,2019/04/18 16:28:26+00
863269.874501247,1011990.31729499,175,Brentwood Blvd,Manchester Rd,11, ,N,174,3100,Thu,Wed,4:00,PM,November,33079,33553,2018,2018,2019/04/18 16:29:19+00
863248.173101079,1011829.72706499,176,Brentwood Blvd,Manchester Rd,11, ,S,175,2810,Thu,Thu,5:00,PM,November,27742,28300,2018,2018,2019/04/18 16:30:03+00
862928.338110831,1009461.69439949,177,Brentwood Blvd,Marshall Rd,10,427,N,176,2717,Fri,Wed,4:00,PM,October,24945,25362,2018,2018,2019/04/18 16:30:57+00
863495.568931747,1014646.56723182,178,Brentwood Blvd,White Rd,10, ,N,177,,Fri,,,,October,37087,38804,2018,2018,2019/04/18 16:33:02+00
883917.782024246,978996.382298738,179,Broadway St,Kingston Dr,8, ,S,178,238,Wed,Tue,7:00,AM,August,2210,2254,2015,2015,2015/12/09 14:57:22+00
864436.591327913,1054016.49702199,180,Brown Rd,Natural Bridge Rd,12, ,S,181,411,Thu,Tue,3:00,PM,December,4370,4486,2013,2013,2014/11/19 18:11:13+00
862969.577201579,1047818.58061207,181,Brown Rd,St Charles Rock Rd,12, ,N,182,540,Wed,Fri,4:00,PM,December,5640,6040,2013,2013,2014/11/19 18:08:56+00
862852.389771912,1047545.14316683,182,Brown Rd,St Charles Rock Rd,12, ,S,183,727,Tue,Tue,4:00,PM,December,7600,8108,2013,2013,2014/11/19 18:12:04+00
859662.285587829,1039663.1986289,183,Brown Rd,Woodson Rd,12, ,NE,184,408,Wed,Wed,4:00,PM,December,4120,4227,2013,2013,2014/11/19 18:09:40+00
875565.471301079,977760.507801987,184,Buckley Rd,Lemay Ferry Rd,10,528,S,185,658,Fri,Wed,5:00,PM,October,6930,7111,2015,2015,2015/12/09 14:59:14+00
874541.165606912,971744.882694155,185,Buckley Rd,Sappington Barracks Rd,10, ,N,186,364,Wed,Tue,5:00,PM,October,3930,4024,2012,2012,
856879.38170483,967475.134343907,186,Butler Hill Rd,Ambs Rd,8, ,NW,187,1355,Thu,Thu,4:00,PM,August,14750,14897,2017,2017,2017/11/09 17:16:06+00
856996.569134496,967318.884328321,187,Butler Hill Rd,Ambs Rd,8, ,SE,188,1348,Wed,Wed,4:00,PM,August,14870,15011,2017,2017,2017/11/09 17:16:53+00
855416.708120994,968660.030268073,188,Butler Hill Rd,Griffin Rd,8, ,E,189,1233,Thu,Thu,4:00,PM,August,13590,13772,2017,2017,2017/11/09 17:18:42+00
861883.722089827,965695.62051449,189,Butler Hill Rd,I-55,8, ,E,190,2057,Fri,Thu,5:00,PM,August,23190,23073,2017,2017,2017/11/09 17:20:00+00
860985.284582246,965712.981700242,190,Butler Hill Rd,I-55,8, ,W,191,2207,Fri,Thu,5:00,PM,August,25190,26031,2017,2017,2017/11/09 17:20:53+00
849019.138567079,963950.82872849,191,Butler Hill Rd,Keller Rd,8, ,W,192,47,Fri,Fri,5:00,PM,August,520,537,2017,2017,2017/11/09 17:21:38+00
858984.416536745,965925.655159406,192,Butler Hill Rd,Kerth Rd,8, ,E,193,1644,Thu,Thu,4:00,PM,August,18330,18511,2017,2017,2017/11/09 17:22:22+00
858758.722106244,966068.884531736,193,Butler Hill Rd,Kerth Rd,8, ,W,194,1330,Wed,Thu,4:00,PM,August,14720,14866,2017,2017,2017/11/09 17:23:06+00
863363.756859411,965682.599543154,194,Butler Hill Rd,Lemay Ferry Rd,8, ,W,195,1891,Fri,Wed,4:00,PM,August,22280,23243,2017,2017,2017/11/09 17:23:51+00
850499.173336662,963668.710854404,195,Butler Hill Rd,Suson Hills Rd,8, ,SW,196,96,Fri,Fri,3:00,PM,August,1020,1018,2017,2017,2017/11/09 17:24:35+00
854409.763940662,969124.440100409,196,Butler Hill Rd,Tesson Ferry Rd,8, ,E,197,1087,Thu,Thu,4:00,PM,August,11480,11576,2017,2017,2017/11/09 17:25:20+00
852511.789062079,1070907.84840982,197,Campus Parkway,J S McDonnell Blvd,8, ,SW,198,831,Wed,Wed,4:00,PM,August,7540,7999,2016,2016,2017/11/09 18:51:25+00
850215.782171164,1068924.34122199,198,Campus Parkway,Missouri Bottom Rd,1, ,NE,199,744,Wed,Wed,4:00,PM,January,5560,5850,2017,2017,2017/07/19 18:30:36+00
824021.511397079,1000605.06742774,199,Carman Rd,Dietrich Rd,3, ,E,200,720,Fri,Thu,5:00,PM,March,6420,6994,2015,2015,2015/06/24 21:00:25+00
823687.309965745,1000652.81077057,200,Carman Rd,Dietrich Rd,3, ,W,201,729,Fri,Thu,5:00,PM,March,6430,7005,2015,2015,2015/06/24 21:03:31+00
828574.462921079,998565.137124404,201,Carman Rd,Dougherty Ferry Rd,3, ,NW,202,912,Fri,Fri,5:00,PM,March,7860,8601,2015,2015,2015/06/24 21:02:50+00
822697.726643078,1000748.29680007,202,Carman Rd,LaBonne Parkway - Weidman Rd,3, ,E,203,736,Fri,Fri,4:00,PM,March,6510,7090,2015,2015,2015/06/24 21:01:22+00
822389.566826329,1000765.65798582,203,Carman Rd,LaBonne Parkway - Weidman Rd,3, ,W,204,825,Fri,Tue,7:00,AM,March,7110,7414,2015,2015,2015/06/24 21:04:09+00
819846.164104745,1000262.18556757,204,Carman Rd,Meramec Station Rd,3, ,E,205,749,Fri,Tue,7:00,AM,March,7060,7395,2015,2015,2015/06/24 21:02:09+00
865738.369564246,1087720.05855174,205,Central Parkway,Shackelford Rd,8, ,E,206,96,Wed,Wed,5:00,PM,August,930,937,2016,2016,2017/11/09 18:51:23+00
899111.390088413,1061839.78714965,206,Chambers Rd,Bellefontaine Rd,12,143,E,207,691,Fri,Wed,3:00,PM,December,8580,8902,2015,2015,2017/11/09 18:51:35+00
898733.785856746,1061887.53016441,207,Chambers Rd,Bellefontaine Rd,12, ,W,208,858,Fri,Fri,4:00,PM,December,9060,9709,2015,2015,2017/11/09 18:51:41+00
877496.806677245,1061726.93960632,208,Chambers Rd,Elizabeth Rd,12, ,E,209,2267,Fri,Fri,5:00,PM,December,18940,22044,2015,2015,2017/11/09 18:51:44+00
890943.278471913,1061980.94467574,209,Chambers Rd,Halls Ferry Rd,12,101,E,210,1895,Fri,Fri,4:00,PM,December,19330,21465,2015,2015,2017/11/09 18:51:49+00
890153.056627162,1061748.64133457,210,Chambers Rd,Halls Ferry Rd,12, ,W,211,1579,Fri,Fri,5:00,PM,December,16410,18093,2015,2015,2017/11/09 18:51:52+00
894719.028794412,1062334.57881099,211,Chambers Rd,Lewis and Clark Blvd,12,159-C ,E,212,1072,Fri,Fri,3:00,PM,December,11700,12393,2015,2015,2017/11/09 18:51:56+00
894341.424890827,1062386.66204016,212,Chambers Rd,Lewis and Clark Blvd,12, ,W,213,1473,Fri,Fri,4:00,PM,December,15250,16466,2015,2015,2017/11/09 18:51:59+00
901945.591440994,1061475.20356124,213,Chambers Rd,Lilac Ave,12, ,E,214,350,Fri,Fri,4:00,PM,December,3850,4035,2015,2015,2017/11/09 18:52:04+00
901776.32045408,1061488.22453257,214,Chambers Rd,Lilac Ave,12, ,W,215,544,Fri,Fri,4:00,PM,December,6110,6495,2015,2015,2017/11/09 18:52:07+00
905478.577485245,1060811.14124107,215,Chambers Rd,St Louis City Limit,12, ,W,216,134,Fri,Thu,4:00,PM,December,1550,1593,2015,2015,2017/11/09 18:52:10+00
883134.827553414,1061796.38434932,216,Chambers Rd,West Florissant Ave,12, ,E,217,2025,Fri,Fri,5:00,PM,December,20730,23096,2015,2015,2017/11/09 18:52:12+00
882874.410751414,1061792.04380682,217,Chambers Rd,West Florissant Ave,12, ,W,218,1708,Fri,Fri,5:00,PM,December,17150,18245,2015,2015,2017/11/09 18:52:22+00
860282.744320661,1083534.66534774,218,Charbonier Rd,Howdershell Rd / Shackelford Rd,7, ,NW,219,924,Wed,Wed,5:00,PM,July,8070,8365,2012,2012,
860699.410810161,1083213.48488774,219,Charbonier Rd,Howdershell Rd / Shackelford Rd,7, ,SE,220,1016,Fri,Fri,5:00,PM,July,11100,11602,2012,2012,2015/03/09 19:25:43+00
865983.047880661,1079127.11346732,220,Charbonier Rd,Lindbergh Blvd,7, ,NW,221,1318,Fri,Thu,5:00,PM,July,15970,16214,2012,2012,
797940.079308078,1032037.70370932,221,Chesterfield Airport Rd,Baxter Rd,2, ,W,222,1390,Fri,Fri,12:00,PM,February,11710,13855,2014,2014,2014/11/19 18:21:30+00
791885.391614329,1032233.01631082,222,Chesterfield Airport Rd,Boones Crossing Rd,2, ,E,223,1843,Fri,Fri,12:00,PM,February,13080,16872,2014,2014,2014/11/19 18:18:49+00
791342.856938247,1032237.35652524,223,Chesterfield Airport Rd,Boones Crossing Rd,2, ,W,224,2668,Fri,Fri,12:00,Noon,February,20230,25539,2014,2014,2015/03/06 20:15:53+00
800748.239046078,1028660.96768066,224,Wild Horse Creek Rd,Chesterfield Parkway West,3, ,W,225,794,Fri,Fri,5:00,PM,March,15130,9332,2014,2014,2014/11/20 17:12:57+00
798335.044397414,1031833.71067899,225,Chesterfield Airport Rd,Baxter Rd,2, ,E,226,855,Fri,Fri,12:00,PM,February,7770,8721,2014,2014,2014/11/19 18:17:58+00
786759.523585245,1032193.95372491,226,Chesterfield Airport Rd,Long Rd,3, ,E,227,2565,Fri,Fri,12:00,PM,March,17420,20279,2014,2014,2014/11/19 18:19:51+00
786464.384739827,1032198.29393932,227,Chesterfield Airport Rd,Long Rd,3, ,W,228,1786,Fri,Fri,12:00,Noon,March,18270,18811,2014,2014,2015/03/06 20:16:35+00
777302.058576331,1033209.57866216,228,Chesterfield Airport Rd,Olive Street Rd,3, ,E,229,1836,Fri,Fri,3:00,PM,March,18230,20428,2014,2014,2014/11/19 18:20:50+00
776924.454344664,1033352.80770641,229,Chesterfield Airport Rd,Olive Street Rd,3, ,W,230,2172,Fri,Thu,5:00,PM,March,20640,22270,2014,2014,2015/03/06 20:17:17+00
799541.641721744,1029455.23840182,230,Wild Horse Creek Rd,Old Chesterfield Rd,3, ,E,231,1799,Fri,Fri,5:00,PM,March,12440,13894,2014,2014,2014/11/20 17:13:30+00
802419.245874662,1024494.30081715,231,Chesterfield Parkway East,Clarkson Rd,6, ,E,233,1473,Thu,Tue,5:00,PM,June,15000,15034,2017,2017,2017/07/19 18:31:37+00
805861.08610383,1026347.59960399,232,Chesterfield Parkway East,Conway Rd,9, ,N,234,1858,Wed,Wed,5:00,PM,September,16850,17209,2016,2016,2017/01/04 14:58:24+00
804849.801380996,1027940.48158883,233,Chesterfield Parkway East,Olive Blvd,9, ,SE,235,1791,Wed,Tue,5:00,PM,September,15220,15789,2016,2016,2017/01/04 14:59:21+00
805149.280768912,1025301.59250966,234,Chesterfield Parkway East,Schoettler Valley Dr,9, ,NE,236,1577,Fri,Fri,4:00,pm,September,12630,14097,2016,2016,2017/11/09 18:56:03+00
804771.676537246,1025171.38410866,235,Chesterfield Parkway East,Schoettler Valley Dr,9, ,SW,237,1664,Thu,Thu,5:00,PM,September,13690,13804,2016,2016,2017/01/04 15:01:06+00
800847.197181497,1028377.98136999,236,Chesterfield Parkway West,Chesterfield Airport Rd / Wild Horse Creek Rd,9, ,S,238,882,Fri,Fri,4:00,PM,September,7390,7842,2016,2016,2017/01/04 15:02:01+00
801984.350090913,1024684.40509574,237,Chesterfield Parkway West,Clarkson Rd,9, ,W,239,1261,Fri,Thu,5:00,PM,September,12180,12955,2016,2016,2017/01/04 15:02:43+00
801355.009814162,1029098.46746182,238,Chesterfield Parkway West,I-64 / US-40,9, ,N,240,1958,Wed,Tue,5:00,PM,September,13790,14345,2016,2016,2017/01/04 15:03:57+00
804712.258020911,1028177.24358249,239,Chesterfield Parkway West,Olive Blvd,9, ,NW,241,1076,Fri,Tue,5:00,PM,September,9400,9618,2016,2016,2017/01/04 15:05:05+00
801951.841297664,1029759.27486724,240,Chesterfield Parkway West,Swingley Ridge Rd,9, ,NE,242,1579,Fri,Tue,5:00,PM,September,9250,9251,2016,2016,2017/01/04 15:05:49+00
870252.215851497,941197.389655404,241,Christopher Dr,Becker Rd,10, ,E,243,88,Wed,Wed,6:00,PM,October,900,964,2010,2010,
875621.139496829,948727.771576241,242,Christopher Dr,Cripple Creek Dr,10, ,S,244,406,Fri,Fri,4:00,PM,October,4110,4343,2010,2010,
875681.903154828,952842.354882486,243,Christopher Dr,Telegraph Rd,8, ,S,245,908,Wed,Wed,6:00,PM,August,9720,10169,2005,2005,
872461.504083827,1019971.69536107,244,Clayton Rd,Big Bend Rd,5, ,E,246,2564,Fri,Wed,5:00,PM,May,27080,28366,2017,2017,2017/07/19 18:44:25+00
871259.246973913,1020227.77162057,245,Clayton Rd,Big Bend Rd,5, ,W,247,2060,Fri,Tue,5:00,PM,May,18930,19952,2017,2017,2017/07/19 18:45:08+00
864933.218943577,1021145.43349916,246,Clayton Rd,Brentwood Blvd,5,256-M,E,248,1936,Fri,Fri,4:00,PM,May,18770,20667,2017,2017,2017/07/19 18:45:45+00
864093.448313411,1021252.07731474,247,Clayton Rd,Brentwood Blvd,5,269,W,249,1844,Fri,Tue,5:00,PM,May,17210,19419,2017,2017,2017/07/19 18:46:26+00
795459.767995745,1009090.44514199,248,Clayton Rd,Clarkson Rd,3, ,W,250,2037,Wed,Thu,5:00,PM,March,22400,22570,2017,2017,2017/07/19 18:47:04+00
867461.92353183,1021097.96837099,249,Clayton Rd,Hanley Rd,5, ,E,251,2103,Fri,Fri,4:00,PM,May,18980,20465,2017,2017,2017/07/19 18:48:11+00
866965.395653494,1021094.49626507,250,Clayton Rd,Hanley Rd,5, ,W,252,2026,Fri,Fri,4:00,PM,May,18970,20777,2017,2017,2017/07/19 18:48:58+00
793134.753288828,1009103.69774015,251,Clayton Rd,Hutchinson Rd,3, ,E,253,1676,Fri,Fri,5:00,PM,March,17190,17810,2017,2017,2017/07/19 18:50:46+00
792922.947938163,1009110.64195199,252,Clayton Rd,Hutchinson Rd,3, ,W,254,1495,Fri,Fri,5:00,PM,March,15240,15841,2017,2017,2017/07/19 18:51:38+00
861016.784519244,1021910.12127424,253,Clayton Rd,McKnight Rd,5, ,E,255,1496,Thu,Thu,5:00,PM,May,12970,13071,2017,2017,2017/07/19 18:52:41+00
860721.64567383,1022000.39898082,254,Clayton Rd,McKnight Rd,5, ,W,256,1443,Tue,Tue,5:00,PM,May,11580,12477,2017,2017,2017/07/19 18:53:30+00
780374.683992747,1006201.44074941,255,Clayton Rd,Mo Rte 109,3, ,E,257,1220,Fri,Thu,7:00,AM,March,9800,10342,2017,2017,2017/07/19 18:54:15+00
875320.980320245,1019624.70458524,256,Clayton Rd,St Louis City Limit,5, ,W,258,2767,Fri,Wed,5:00,PM,May,26480,29031,2017,2017,2017/07/19 18:58:13+00
787432.959246244,1010106.47526216,257,Clayton Rd,Strecker Rd,3, ,E,259,1267,Fri,Fri,5:00,PM,March,12770,13247,2017,2017,2017/07/19 19:09:37+00
786542.456105996,1009858.24511557,258,Clayton Rd,Strecker Rd,3,370,W,260,1168,Fri,Tue,5:00,PM,March,11630,11975,2017,2017,2017/07/19 19:10:18+00
785252.403896078,1007155.0864799,259,Clayton Rd,Thunderhead Canyon Rd,3, ,W,261,1434,Sat,Sat,3:00,PM,march,9920,13220,2017,2017,2017/07/19 19:11:31+00
793780.181459911,1009089.11410791,260,Clayton Rd,Valley Rd,3, ,E,262,2107,Fri,Fri,5:00,PM,March,21810,22548,2017,2017,2017/07/19 19:12:04+00
876221.153716747,960105.318046823,261,Cliff Cave Rd,Telegraph Rd,6, ,E,263,242,Mon,Tue,3:00,PM,June,2939,3048,2018,2018,2019/04/18 16:34:23+00
904552.780124247,1071692.4613419,262,Coal Bank Rd,Larimore Rd,7,109,E,264,305,Fri,Wed,5:00,PM,July,3820,4070,2015,2015,2015/12/09 15:02:11+00
910934.724381328,1078553.57229158,263,Riverview Rd,Larimore Rd,7,127,N,265,79,Sat,Wed,4:00,PM,July,810,868,2015,2015,2015/12/09 16:10:01+00
910813.196737245,1078183.20196933,264,Riverview Rd,Larimore Rd,8,,S,266,166,Fri,Tue,4:00,PM,August,1340,1473,2015,2015,2015/12/09 16:10:08+00
910891.321580995,1072301.25769649,265,Riverview Rd,Prigge Rd,8,118,N,267,204,Fri,Tue,4:00,PM,August,1700,1943,2015,2015,2015/12/09 16:10:22+00
910880.904935163,1072023.47970874,266,Riverview Rd,Prigge Rd,8,110,S,268,290,Fri,Fri,3:00,PM,August,2920,3309,2015,2015,2015/12/09 16:09:54+00
854572.528378911,978973.566727571,267,Concord School Rd,Sappington Rd,9, ,E,269,458,Thu,Wed,7:00,AM,September,3150,3495,2017,2017,2017/11/09 17:26:52+00
858416.278237328,977345.094262742,268,Concord School Rd,Tesson Ferry Rd,9, ,W,270,647,Tue,Wed,7:00,AM,September,3760,4095,2017,2017,2017/11/09 17:27:41+00
860016.972542495,979088.149831742,269,Concord Village Ave,Baptist Church Rd,10, ,NE,271,191,Wed,Tue,12:00,PM,October,1950,1986,2012,2012,
861103.778111663,979855.511157908,270,Concord Village Ave,Lindbergh Blvd,10, ,N,272,356,Wed,Wed,4:00,PM,October,3580,3818,2012,2012,
806016.451934829,1026225.82360082,271,Conway Rd,Chesterfield Parkway East,9, ,E,273,609,Wed,Fri,4:00,PM,September,5610,5962,2016,2016,2017/01/04 15:07:03+00
805749.090592913,1026215.40695499,272,Conway Rd,Chesterfield Parkway East,9, ,W,274,101,Wed,Tue,4:00,PM,September,720,777,2016,2016,2017/01/04 15:07:33+00
825604.993466329,1024910.71927565,273,Conway Rd,Mason Rd (West Intersection),9, ,E,275,1038,Wed,Thu,5:00,PM,September,8760,8944,2016,2016,2017/01/04 15:09:07+00
825158.812928244,1024913.32360116,274,Conway Rd,Mason Rd (West Intersection),9, ,W,276,783,Thu,Thu,7:00,AM,September,6470,6649,2016,2016,2017/01/04 15:09:56+00
818200.479732078,1025336.93463057,275,Conway Rd,Mo Rte 141,6,206,E,277,762,Wed,Tue,4:00,PM,June,7950,8113,2017,2017,2017/11/09 17:28:33+00
813545.15472516,1025223.09463516,276,Conway Rd,White Rd,9,205,E,278,680,Wed,Thu,5:00,PM,September,6360,6441,2016,2016,2017/01/04 15:10:54+00
812673.097414162,1025218.19044549,277,Conway Rd,White Rd,9,204,W,279,481,Wed,Thu,5:00,PM,September,3890,4063,2016,2016,2017/01/04 15:11:26+00
816922.70177583,1025128.60138582,278,Conway Rd,Woods Mill Rd,9, ,W,280,767,Thu,Thu,5:00,PM,September,7790,7932,2016,2016,2017/01/04 15:12:03+00
836030.340725828,1040632.07365966,279,Craig Rd,Craigshire Dr - Villa Dorado Dr,11, ,S,281,1195,Wed,Wed,5:00,PM,November,11470,11579,2015,2015,2017/11/09 18:53:11+00
837907.076801747,1035021.54124557,280,Craig Rd,Debonnaire Dr,11, ,N,282,1310,Fri,Tue,5:00,PM,November,12910,13263,2015,2015,2017/11/09 18:53:17+00
836723.048986077,1042604.87450407,281,Craig Rd,Lackland Rd,11, ,S,283,1403,Wed,Wed,4:00,PM,November,14410,14525,2015,2015,2017/11/09 18:53:21+00
837973.049110744,1034410.42993499,282,Craig Rd,New Ballas Rd Extension,11, ,S,284,904,Fri,Fri,12:00,PM,November,8710,9136,2015,2015,2017/11/09 18:53:26+00
835816.799158163,1040830.56899757,283,Craigshire Dr,Craig Rd,11, ,W,285,522,Wed,Fri,4:00,PM,November,4390,4518,2015,2015,2017/11/09 18:53:30+00
878384.854769912,963249.318976656,284,Crestline Dr,Pottle Ave,8, ,W,286,127,Sat,Thu,5:00,PM,August,1100,1213,2005,2005,
876284.160152413,962815.290973321,285,Crestline Dr,Telegraph Rd,8, ,E,287,267,Sat,Mon,6:00,PM,August,2660,2819,2005,2005,2015/03/11 15:02:28+00
836087.762526996,1058730.51088791,286,Creve Coeur Mill Rd,McKelvey Rd,11, ,W,290,1098,Thu,Thu,7:00,AM,November,9250,9447,2015,2015,2017/11/09 18:53:33+00
823691.929379079,1037421.48329607,287,Creve Coeur Mill Rd,Olive Blvd,10, ,N,291,668,Sat,Sun,1:00,PM,October,5400,6785,2013,2013,2014/11/19 19:20:33+00
830469.660902329,1056942.26348016,288,Creve Coeur Mill Rd,Prichard Farm Rd,6, ,E,292,800,Thu,Thu,5:00,PM,June,7980,8156,2017,2017,2017/11/09 18:56:26+00
874384.940853745,990306.504691571,289,Dana Ave,Weber Rd,10, ,S,294,332,Fri,Fri,5:00,PM,October,3310,3464,2015,2015,2015/12/09 15:09:08+00
873222.970080581,1028075.70507166,290,Delmar Blvd,Big Bend Blvd,3, ,W,296,2131,Fri,Tue,5:00,PM,March,19590,20702,2014,2014,2014/11/19 19:40:49+00
868059.77568258,1028770.1495489,291,Delmar Blvd,Hanley Rd,3, ,E,297,1587,Fri,Tue,4:00,PM,March,16620,18793,2014,2014,2014/11/19 19:21:17+00
867868.803295497,1028804.87159232,292,Delmar Blvd,Hanley Blvd,3, ,W,298,1700,Fri,Tue,5:00,PM,March,15130,16175,2014,2014,2014/11/19 19:41:34+00
860455.60880433,1029495.84396365,293,Delmar Blvd,I-170,3, ,W,299,882,Thu,Tue,5:00,PM,March,8460,8647,2014,2014,2014/11/19 19:42:21+00
861222.970130496,1029488.89942374,294,Delmar Blvd,McKnight Rd,3, ,E,302,2081,Fri,Tue,5:00,PM,March,20100,21402,2014,2014,2014/11/19 19:38:34+00
866688.24791383,1028947.23285615,295,Delmar Blvd,North and South Rd,3, ,E,303,1730,Fri,Tue,5:00,PM,March,15790,16746,2014,2014,2014/11/19 19:39:17+00
866518.108818412,1028964.59404191,296,Delmar Blvd,North and South Rd,3, ,W,304,1736,Fri,Tue,5:00,PM,March,16000,17034,2014,2014,2014/11/19 19:43:10+00
858406.99774408,1029492.37152965,297,Delmar Blvd,Price Rd,3, ,E,305,641,Thu,Tue,5:00,PM,March,5430,5602,2014,2014,2014/11/19 19:40:01+00
855575.900387913,1034489.99112757,298,Dielman Rd,Olive Blvd,10, ,N,310,624,Fri,Wed,5:00,PM,October,6451,6726,2018,2018,2019/04/18 16:35:42+00
855862.131770831,1039407.03838007,299,Dielman Rd,Page Ave,9, ,S,311,978,Wed,Tue,4:00,PM,September,9076,9241,2018,2018,2019/04/18 16:36:30+00
823849.218106497,1000791.06836807,300,Dietrich Rd,Carman Rd,4, ,N,312,274,Fri,Wed,4:00,PM,April,2840,3001,2017,2017,2017/07/19 19:25:53+00
823822.718487579,1005561.01125599,301,Dietrich Rd,Manchester Rd,4,339,S,313,386,Thu,Wed,5:00,PM,April,4070,4195,2017,2017,2017/07/19 19:27:02+00
841483.399373494,1049023.03489608,302,Dorsett Rd,Fee Fee Rd,7, ,E,314,1616,Wed,Thu,5:00,PM,July,16970,17541,2013,2013,
840493.816050828,1049036.05553932,303,Dorsett Rd,Fee Fee Rd,10, ,W,315,1575,Fri,Wed,5:00,PM,October,16900,17224,2013,2013,
834460.829757247,1049016.5244104,304,Dorsett Rd,I-270,6, ,W,316,2537,Fri,Tue,5:00,PM,June,32410,33047,2017,2017,2017/07/19 19:39:19+00
845426.541421577,1046638.05246132,305,Dorsett Rd,Lindbergh Blvd,10, ,W,317,2021,Wed,Wed,8:00,AM,October,20160,20873,2015,2015,2017/11/09 18:53:45+00
827618.381827995,1047454.02458265,306,Dorsett Rd,Marine Ave,1, ,E,318,695,Sat,Sat,4:00,PM,January,5440,6676,2013,2013,
833499.458320413,1049029.54538174,307,Dorsett Rd,McKelvey Rd,11, ,E,319,2479,Fri,Wed,5:00,PM,November,30330,32693,2015,2015,2017/11/09 18:53:37+00
833204.319146913,1049029.54538174,308,Dorsett Rd,McKelvey Rd,1, ,W,320,1464,Fri,Fri,5:00,PM,January,15920,17147,2013,2013,
831585.395547494,1049012.18419599,309,Dorsett Rd,Pheasant Run Dr,1, ,E,321,1208,Sat,Sat,3:00,PM,January,9410,12668,2013,2013,
836532.118921746,1049029.54570982,310,Dorsett Rd,Progress Parkway,1,222 ,E,322,2823,Wed,Tue,5:00,PM,January,33810,34144,2013,2013,2015/03/06 16:04:15+00
836214.399084747,1001464.49910782,311,Dougherty Ferry Rd,Ballas Rd,9, ,W,323,1301,Fri,Fri,5:00,PM,September,13930,15221,2007,2007,
830346.343563661,999669.359981574,312,Dougherty Ferry Rd,Barrett Station Rd,5, ,E,324,4114,Fri,Tue,7:00,AM,May,34670,35442,2015,2015,2015/06/26 16:31:08+00
827265.890735079,996195.504068404,313,Dougherty Ferry Rd,Big Bend Rd,4,371-C,N,325,2514,Fri,Thu,7:00,AM,April,24020,26190,2015,2015,2015/06/26 16:31:58+00
827006.065467328,995294.360201403,314,Dougherty Ferry Rd,Big Bend Rd,4, ,S,326,801,Fri,Wed,7:00,AM,April,7120,7533,2015,2015,2015/06/26 16:33:51+00
